0.00,1.00E+10
0.87,1.06E+11
1.74,3.71E+11
2.40,6.03E+11
4.14,9.45E+11
6.76,1.37E+12
9.81,1.63E+12
13.96,1.89E+12
17.45,1.93E+12
23.56,1.96E+12
28.57,1.89E+12
35.99,1.72E+12
44.27,1.48E+12
53.22,1.23E+12
61.94,9.81E+11
70.01,7.99E+11
79.39,6.03E+11
87.02,4.91E+11
97.27,3.51E+11
109.71,2.41E+11
120.83,1.72E+11
131.95,1.21E+11
143.29,82927617243
156.82,51933447635
170.34,32523338701
181.03,22366266531
189.75,16269796235
199.56,11615573317
